invoice_id,list_of_goods,customer_id
3266480,"['corn', 'cologne', 'samsung galaxy 10', 'beer', 'mashed potato', 'iMac', 'salad', 'cereals', 'water spray', 'french fries', 'ketchup']",6281
3080053,"['shampoo', 'soda', 'phone car charger', 'mineral water', 'grated cheese', 'megaman zero 4', 'bluetooth headphones']",9760
1788710,"['chocolate bread', 'frozen smoothie', 'pasta', 'hot dogs', 'cider', 'olive oil', 'eggs', 'cooking oil', 'ketchup']",19013
1476728,"['shrimp', 'french fries', 'iphone 10', 'sparkling water', 'phone car charger', 'candy bars', 'cider', 'dog food', 'bluetooth headphones', 'soup', 'pokemon violet', 'herb & pepper', 'frozen vegetables']",6534
12050313,"['mint', 'pokemon scarlet', 'almonds', 'salad', 'salt']",12285
2146863,"['cake', 'deodorant', 'muffins', 'iphone 10', 'soda', 'cookies', 'ground beef', 'spinach', 'gadget for tiktok streaming', 'french wine', 'vacuum cleaner']",7955
7477580,"['whole wheat rice', 'yams', 'mineral water', 'chili', 'olive oil', 'water spray', 'whole wheat pasta']",27639
7537628,"['sandwich', 'bacon', 'canned_tuna', 'honey', 'cooking oil', 'hand protein bar']",11590
11472241,"['burgers', 'whole wheat rice', 'airpods', 'antioxydant juice', 'cauliflower', 'yogurt cake', 'zucchini', 'almonds', 'salad', 'spinach', 'green grapes', 'eggplant', 'mashed potato', 'frozen vegetables']",39162
3480650,"['tomatoes', 'whole wheat rice', 'megaman zero', 'butter', 'mint green tea', 'flax seed', 'zucchini', 'asparagus', 'black tea', 'salad', 'cider', 'grated cheese', 'gluten free bar', 'green tea']",36631
1752948,"['red wine', 'pancakes', 'gluten free bar']",33969
3695631,"['gadget for tiktok streaming', 'tomato sauce']",31072
9072267,"['rice', 'mint', 'butter', 'laptop', 'melons', 'oatmeal', 'tea', 'protein bar', 'phone charger', 'dog food', 'sparkling water', 'parmesan cheese', 'french wine', 'french fries', 'mashed potato', 'fresh tuna']",29504
8096698,"['chutney', 'pancakes', 'airpods', 'oatmeal', 'brownies', 'final fantasy XIX', 'vacuum cleaner', 'milk']",6109
1097014,"['burgers', 'chocolate bread', 'samsung galaxy 10', 'mint green tea', 'black tea', 'mayonnaise', 'tea', 'asparagus', 'nonfat milk', 'ring light', 'eggs', 'metroid fusion', 'ketchup']",4693
371390,"['carrots', 'pepper', 'barbecue sauce', 'muffins', 'yams', 'candy bars', 'protein bar', 'spinach', 'metroid fusion']",35591
6012351,"['cereals', 'cauliflower', 'toilet paper']",5641
203725,"['burgers', 'strawberries', 'cauliflower', 'asparagus', 'zucchini', 'mineral water', 'green beans', 'cooking oil', 'frozen vegetables']",23697
1094006,"['sandwich', 'fromage blanc', 'rice', 'barbecue sauce', 'chocolate bread', 'butter', 'razor', 'yogurt cake', 'napkins', 'whole weat flour', 'toothpaste', 'ground beef', 'honey', 'cereals']",30667
6095869,"['cooking oil', 'meatballs']",36388
6120997,"['phone charger', 'mushroom cream sauce', 'trout', 'iphone 10']",38761
7468175,"['carrots', 'whole wheat rice', 'white wine', 'cauliflower', 'asparagus', 'candy bars', 'ketchup', 'chili', 'mashed potato', 'gluten free bar']",25439
4363854,"['soda', 'olive oil', 'pancakes', 'minecraft']",25079
10772174,"['carrots', 'cake', 'chicken', 'pancakes', 'antioxydant juice', 'cauliflower', 'green grapes', 'eggs']",37498
9559123,"['ratchet & clank 3', 'low fat yogurt', 'pancakes', 'shrimp', 'french wine', 'flax seed', 'dessert wine', 'phone charger', 'ground beef', 'green grapes', 'toilet paper', 'metroid fusion', 'french fries', 'meatballs']",12097
5594861,"['pokemon shield', 'pepper', 'asparagus', 'extra dark chocolate', 'mint green tea', 'pokemon scarlet', 'oatmeal', 'eggs', 'cereals', 'megaman zero 3', 'hand protein bar', 'parmesan cheese', 'ham']",38035
11700991,"['half-life: alyx', 'energy drink', 'pokemon shield', 'cauliflower', 'turkey', 'toilet paper', 'extra dark chocolate', 'mayonnaise', 'pokemon scarlet', 'brownies', 'half-life 2', 'eggs', 'trout', 'cereals', 'whole wheat pasta', 'parmesan cheese']",14149
6114157,"['fromage blanc', 'barbecue sauce', 'airpods', 'antioxydant juice', 'black tea', 'melons', 'cider', 'razor', 'salt']",13564
6210533,"['energy drink', 'turkey', 'butter', 'bacon', 'fresh tuna', 'cereals', 'milk']",15019
2372884,"['shrimp', 'final fantasy XX', 'bacon', 'soda', 'mayonnaise', 'minecraft', 'dessert wine', 'pickles', 'blueberries', 'olive oil', 'honey', 'sparkling water', 'whole wheat pasta', 'mashed potato', 'vacuum cleaner']",32964
10515698,"['avocado', 'burgers', 'pancakes', 'cauliflower', 'strawberries', 'mint green tea', 'asparagus', 'shower gel', 'escalope', 'chili', 'spaghetti', 'eggs', 'spinach', 'herb & pepper', 'ratchet & clank 2']",3521
10930863,"['cream', 'corn', 'white wine', 'samsung galaxy 10', 'oatmeal', 'eggs', 'honey']",34374
3773954,"['deodorant', 'shampoo', 'pancakes', 'tooth brush', 'megaman zero', 'butter', 'cat food', 'light mayo', 'shower gel', 'toothpaste', 'green beans', 'toilet paper', 'metroid fusion', 'fresh bread']",673
9424048,"['french wine', 'bluetooth headphones', 'pancakes', 'napkins']",2084
3397673,"['fresh tuna', 'fromage blanc', 'chocolate bread', 'pancakes', 'whole wheat rice', 'final fantasy XXII', 'mint green tea', 'zucchini', 'phone car charger', 'pokemon scarlet', 'gums', 'catfish', 'fresh bread', 'ratchet & clank 2']",17693
3267557,"['avocado', 'airpods', 'yams', 'brownies', 'candy bars', 'escalope', 'sparkling water', 'metroid fusion']",21542
11036632,"['light cream', 'antioxydant juice', 'catfish', 'energy bar', 'fresh bread', 'babies food']",8776
10791265,"['half-life: alyx', 'chicken', 'pepper', 'samsung galaxy 10', 'final fantasy XXII', 'whole weat flour', 'blueberries', 'ground beef', 'spinach', 'dog food', 'cereals', 'water spray', 'green tea', 'milk']",3937
7177915,"['oil', 'half-life: alyx', 'shampoo', 'tooth brush', 'almonds', 'brownies']",14219
10324560,"['beer', 'mint green tea', 'light mayo', 'phone car charger', 'almonds', 'zucchini', 'whole weat flour', 'gums', 'eggs', 'green grapes', 'metroid fusion', 'whole wheat pasta', 'fresh bread', 'hand protein bar']",161
972200,"['barbecue sauce', 'cottage cheese', 'shrimp', 'white wine', 'phone car charger', 'pet food', 'chili', 'blueberries', 'cider', 'metroid fusion', 'parmesan cheese', 'body spray']",23774
9100620,"['oil', 'fromage blanc', 'megaman zero 3', 'beer', 'yams', 'chili', 'gums', 'tomato juice', 'soup']",7566
10386859,"['cereals', 'carrots', 'spinach', 'mineral water']",25370
1289857,"['red wine', 'catfish', 'iphone 10']",19333
7516865,"['energy drink', 'airpods', 'final fantasy XX', 'laptop', 'extra dark chocolate', 'pokemon scarlet', 'yams', 'ground beef', 'eggplant', 'metroid fusion', 'hand protein bar', 'ham']",36853
11280936,"['avocado', 'chili', 'blueberries', 'gadget for tiktok streaming', 'french wine']",29240
11987454,"['airpods', 'iPad', 'protein bar', 'nonfat milk', 'water spray', 'bluetooth headphones']",28871
10548970,"['half-life: alyx', 'shrimp', 'extra dark chocolate', 'melons', 'candy bars', 'mineral water', 'ring light']",34858
803229,"['energy drink', 'barbecue sauce', 'pancakes', 'airpods', 'bacon', 'pokemon scarlet', 'protein bar', 'candy bars', 'gums', 'grated cheese', 'tomato sauce', 'bluetooth headphones']",36800
10158192,"['barbecue sauce', 'bacon', 'asparagus', 'tomato sauce', 'body spray']",5772
325993,"['mint', 'soda', 'gums', 'green grapes', 'salt']",922
11571212,"['fromage blanc', 'shallot', 'mint green tea', 'yogurt cake', 'almonds', 'toothpaste', 'red wine', 'vacuum cleaner']",8994
259965,"['pokemon scarlet', 'iMac', 'canned_tuna', 'blueberries', 'trout', 'ratchet & clank']",2949
396900,"['champagne', 'tooth brush', 'mint', 'protein bar', 'toothpaste', 'salad', 'ground beef', 'ring light', 'eggs', 'toilet paper', 'razor', 'french wine', 'body spray']",37839
7402125,"['avocado', 'champagne', 'strawberries', 'shallot', 'asparagus', 'zucchini', 'tea', 'final fantasy XIX', 'mineral water', 'salad', 'spinach', 'green tea']",14807
9126013,"['light cream', 'pepper', 'tomatoes', 'corn', 'megaman zero', 'cauliflower', 'bacon', 'yogurt cake', 'dessert wine', 'chili', 'ground beef', 'spaghetti', 'french wine', 'vacuum cleaner']",13822
10976240,"['shampoo', 'tooth brush', 'strawberries', 'antioxydant juice', 'iphone 10', 'shower gel', 'iMac', 'toothpaste', 'seabass', 'whole wheat pasta', 'gluten free bar']",39075
1179487,"['barbecue sauce', 'butter', 'tea', 'pet food', 'meatballs', 'fresh tuna', 'french fries', 'mushroom cream sauce', 'fresh bread', 'green tea', 'salt', 'milk']",9123
7496047,"['strong cheese', 'ratchet & clank 3', 'sandwich', 'barbecue sauce', 'final fantasy XXII', 'cauliflower', 'cookies', 'mayonnaise', 'phone car charger', 'pokemon sword', 'cider', 'bramble', 'trout', 'dog food', 'cereals', 'herb & pepper', 'hand protein bar', 'ratchet & clank 2']",5200
3724691,"['nonfat milk', 'cake', 'chicken']",1684
6773137,"['turkey', 'butter', 'flax seed', 'hot dogs', 'protein bar', 'ketchup', 'minecraft', 'mineral water', 'dog food', 'cooking oil', 'vacuum cleaner', 'hand protein bar']",5884
7035667,"['half-life: alyx', 'ratchet & clank 3', 'ratchet & clank 2', 'corn', 'shampoo', 'cottage cheese', 'shallot', 'black tea', 'flax seed', 'phone charger', 'seabass', 'french fries', 'mushroom cream sauce', 'gluten free bar', 'frozen vegetables']",10813
5398851,"['sandwich', 'cotton buds', 'antioxydant juice', 'extra dark chocolate', 'shower gel', 'tea', 'candy bars', 'whole weat flour', 'eggs', 'fresh bread', 'salt']",34963
6120755,"['energy drink', 'iPad', 'whole wheat rice', 'seabass']",34885
1219199,"['ham', 'metroid prime', 'fresh tuna']",12895
9545670,"['tomatoes', 'samsung galaxy 10', 'iphone 10', 'hot dogs', 'shower gel']",30725
11459488,"['ratchet & clank 3', 'chocolate', 'asparagus', 'french fries', 'green tea']",7381
1388336,"['oil', 'chicken', 'shampoo', 'cologne', 'muffins', 'iphone 10', 'cat food', 'asparagus', 'laptop', 'final fantasy XIX', 'ring light', 'half-life 2', 'ketchup', 'herb & pepper']",19314
5808396,"['barbecue sauce', 'tooth brush', 'shower gel', 'oatmeal', 'protein bar', 'toothpaste', 'nonfat milk', 'black beer', 'razor', 'green tea']",16545
3439426,"['sandwich', 'dessert wine', 'iMac', 'chili', 'canned_tuna', 'trout', 'ham']",15498
7421938,"['oil', 'burgers', 'cologne', 'flax seed', 'metroid prime', 'escalope', 'gums', 'honey', 'seabass', 'metroid fusion', 'hand protein bar', 'cooking oil', 'black beer', 'salt']",3977
6361649,"['deodorant', 'iphone 10', 'strawberries', 'pokemon scarlet', 'gums', 'spaghetti', 'mushroom cream sauce', 'vacuum cleaner', 'ratchet & clank 2']",29313
9519825,"['chicken', 'half-life: alyx', 'shampoo', 'tooth brush', 'almonds', 'protein bar', 'oatmeal', 'nonfat milk', 'toothpaste', 'dog food', 'eggplant', 'body spray']",28675
11389442,"['light cream', 'energy drink', 'laptop', 'zucchini']",39419
2438787,"['shampoo', 'cotton buds', 'tooth brush', 'mint green tea', 'shower gel', 'protein bar', 'spaghetti', 'ring light', 'energy bar', 'green tea', 'salt']",26386
7084702,"['shower gel', 'metroid prime', 'airpods']",28691
10483361,"['barbecue sauce', 'tomatoes', 'soda', 'extra dark chocolate', 'melons', 'yogurt cake', 'tea', 'pokemon violet', 'parmesan cheese']",33211
9492636,"['rice', 'mint', 'turkey', 'mayonnaise', 'yams', 'protein bar', 'pickles', 'pet food', 'almonds', 'spaghetti', 'eggs', 'pokemon violet', 'ratchet & clank 2']",270
9483468,"['shampoo', 'cottage cheese', 'tooth brush', 'pasta', 'zucchini', 'bacon', 'soda', 'protein bar', 'toothpaste', 'olive oil', 'toilet paper', 'razor', 'soup', 'mushroom cream sauce']",21295
5541590,"['mint', 'yogurt cake', 'final fantasy XIX', 'napkins', 'pokemon scarlet', 'pet food', 'sparkling water', 'cooking oil']",18285
8941450,"['energy drink', 'pepper', 'rice', 'pancakes', 'whole wheat rice', 'airpods', 'megaman zero 2', 'soda', 'yogurt cake', 'pasta', 'laptop', 'pet food', 'eggplant', 'gluten free bar']",15295
1393224,"['low fat yogurt', 'mineral water', 'dessert wine', 'tomato sauce', 'black beer']",28841
2815773,"['strong cheese', 'airpods', 'zucchini', 'minecraft', 'bramble', 'parmesan cheese']",36954
9337834,"['carrots', 'tomatoes', 'cauliflower', 'strawberries', 'asparagus', 'mineral water', 'salad', 'blueberries', 'green beans', 'cereals', 'mashed potato', 'frozen vegetables']",8771
10764346,"['oil', 'champagne', 'body spray', 'black tea', 'bacon', 'whole weat flour', 'mineral water', 'meatballs', 'olive oil', 'tomato sauce', 'seabass', 'cereals', 'fresh bread', 'green tea', 'milk']",1884
9735296,"['chicken', 'tomatoes', 'pancakes', 'cauliflower', 'black tea', 'hot dogs', 'cookies', 'tea', 'mineral water', 'salad', 'spaghetti']",35302
6258914,"['light cream', 'shallot', 'cauliflower', 'bacon', 'pasta', 'phone car charger', 'oatmeal', 'dog food', 'french wine']",21049
5514231,"['pokemon shield', 'cider', 'napkins', 'spinach']",36982
4125587,"['mint green tea', 'iMac', 'toothpaste', 'ground beef', 'soup', 'cooking oil', 'herb & pepper']",35295
3736881,"['carrots', 'ratchet & clank', 'strawberries', 'laptop', 'asparagus', 'tea', 'iMac', 'pickles', 'cider', 'toilet paper', 'pokemon shield', 'frozen vegetables']",8969
4728869,"['light cream', 'cake', 'pancakes', 'iPad', 'metroid prime', 'metroid fusion', 'mushroom cream sauce', 'vacuum cleaner', 'meatballs']",13806
2749405,"['oil', 'chocolate', 'sparkling water', 'bacon', 'butter', 'tea', 'cookies', 'dog food', 'tomato sauce', 'honey', 'eggplant', 'whole wheat pasta', 'ketchup', 'fresh bread', 'salt']",38490
8127025,"['deodorant', 'corn', 'shampoo', 'antioxydant juice', 'toothpaste', 'toilet paper']",20655
11792515,"['deodorant', 'asparagus', 'napkins', 'canned_tuna', 'seabass', 'razor', 'pokemon violet', 'green tea', 'body spray']",29947
7910288,"['deodorant', 'low fat yogurt', 'antioxydant juice', 'megaman zero 2', 'bramble', 'razor', 'bluetooth headphones', 'green tea', 'body spray']",22371
9508927,"['oil', 'toilet paper', 'mayonnaise', 'yams', 'ring light', 'dog food', 'portal 2', 'soup', 'ketchup', 'babies food']",2215
10357810,"['cream', 'deodorant', 'vacuum cleaner', 'olive oil', 'soup', 'herb & pepper']",29683
6605357,"['beer', 'butter', 'flax seed', 'soda', 'melons', 'brownies', 'whole weat flour', 'nonfat milk', 'eggplant']",25766
11211239,"['cereals', 'pasta', 'fresh bread', 'honey']",285
5557356,"['samsung galaxy 10', 'iphone 10', 'butter', 'bacon', 'mashed potato', 'mayonnaise', 'melons', 'minecraft', 'vegetables mix', 'mushroom cream sauce', 'portal', 'ratchet & clank']",37339
6836779,"['strong cheese', 'babies food', 'iPad', 'laptop', 'pasta', 'mashed potato', 'phone car charger', 'protein bar', 'canned_tuna', 'cider', 'tomato juice', 'spaghetti', 'portal 2', 'ketchup', 'energy bar', 'ham']",28269
5115561,"['cake', 'tooth brush', 'yogurt cake', 'canned_tuna', 'pokemon violet', 'spinach', 'french fries', 'cooking oil']",37807
8793754,"['frozen smoothie', 'chocolate', 'shower gel', 'spinach', 'gadget for tiktok streaming', 'mashed potato']",22998
2950625,"['megaman zero 4', 'airpods', 'babies food', 'whole wheat rice']",22152
6089320,"['carrots', 'fromage blanc', 'cauliflower', 'black tea', 'light mayo', 'eggplant', 'vegetables mix']",36773
1379211,"['avocado', 'energy drink', 'burger sauce', 'chocolate bread', 'samsung galaxy 10', 'asparagus', 'mineral water', 'green grapes', 'dog food', 'cereals', 'french fries', 'frozen vegetables']",8620
10264527,"['butter', 'asparagus', 'ring light', 'portal 2', 'soup', 'green tea', 'salt']",10030
8643162,"['chocolate bread', 'oatmeal', 'phone charger', 'dog food', 'hand protein bar', 'salt']",6365
11860030,"['energy drink', 'airpods', 'champagne', 'tooth brush', 'mayonnaise', 'canned_tuna', 'hand protein bar', 'milk']",24123
2190755,"['ring light', 'iphone 10']",20261
7174537,"['milk', 'cat food', 'zucchini', 'napkins', 'ketchup', 'pet food', 'eggs', 'dog food', 'vegetables mix', 'cooking oil', 'fresh bread', 'body spray']",36360
9465552,"['deodorant', 'shrimp', 'iphone 10', 'toilet paper', 'cookies', 'mayonnaise', 'mineral water', 'pet food', 'bramble', 'dog food', 'red wine', 'vacuum cleaner']",17533
12032130,"['candy bars', 'cookies', 'parmesan cheese', 'antioxydant juice']",37545
7169360,"['carrots', 'tomatoes', 'strawberries', 'asparagus', 'mayonnaise', 'oatmeal', 'salad', 'nonfat milk', 'blueberries', 'green beans', 'pokemon shield', 'body spray']",1168
3406384,"['cake', 'green tea', 'chili', 'blueberries', 'gums', 'whole wheat pasta', 'mashed potato', 'gluten free bar']",39753
4265369,"['cream', 'final fantasy XXII', 'butter', 'salad', 'nonfat milk', 'gums', 'honey', 'seabass', 'cereals', 'mushroom cream sauce', 'fresh bread', 'frozen vegetables']",16533
9454145,"['shallot', 'strawberries', 'napkins', 'protein bar', 'nonfat milk', 'chili', 'spaghetti']",5657
5889403,"['burgers', 'chocolate bread', 'cotton buds', 'frozen smoothie', 'bacon', 'tea', 'chili', 'eggs', 'water spray', 'milk']",5758
283103,"['carrots', 'corn', 'rice', 'final fantasy XX', 'french wine', 'black tea', 'laptop', 'yogurt cake', 'dessert wine', 'nonfat milk', 'whole weat flour', 'tomato sauce', 'dog food', 'water spray', 'fresh bread']",22822
6523788,"['rice', 'pasta', 'light mayo', 'pokemon scarlet', 'almonds', 'pokemon sword', 'toilet paper', 'red wine', 'hand protein bar']",31560
6458451,"['deodorant', 'cotton buds', 'napkins', 'tomato juice', 'soup', 'fresh bread', 'frozen vegetables']",36785
8861429,"['butter', 'mineral water', 'shrimp', 'pickles']",15987
9526698,"['vegetables mix', 'deodorant', 'chocolate bread', 'airpods', 'light mayo', 'candy bars', 'mineral water', 'pickles', 'phone charger', 'trout', 'honey', 'bluetooth headphones', 'black beer']",25739
6685554,"['sandwich', 'deodorant', 'pepper', 'strawberries', 'phone car charger', 'tea', 'brownies', 'canned_tuna', 'sparkling water', 'vegetables mix', 'meatballs']",35897
11508599,"['half-life: alyx', 'energy drink', 'tomatoes', 'final fantasy XXII', 'asparagus', 'candy bars', 'blueberries', 'honey', 'cooking oil', 'tomato sauce', 'megaman zero 3', 'mashed potato']",16793
2318030,"['airpods', 'frozen smoothie', 'yogurt cake', 'metroid fusion', 'milk']",20149
5387741,"['deodorant', 'shampoo', 'cotton buds', 'antioxydant juice', 'toothpaste', 'toilet paper', 'french fries', 'milk']",19107
6439417,"['beer', 'turkey', 'shallot', 'pokemon scarlet', 'cider', 'gluten free bar']",6162
1269771,"['half-life: alyx', 'light cream', 'tomatoes', 'cologne', 'hot dogs', 'mineral water', 'escalope', 'dog food', 'toilet paper', 'megaman zero 4', 'water spray', 'french fries', 'vacuum cleaner']",22424
3233880,"['pepper', 'barbecue sauce', 'cologne', 'tomatoes', 'tooth brush', 'strawberries', 'shrimp', 'black tea', 'samsung galaxy 10', 'phone car charger', 'almonds', 'portal 2', 'fresh bread', 'meatballs', 'babies food']",16893
8188862,"['pancakes', 'shampoo', 'cotton buds', 'antioxydant juice', 'strawberries', 'shower gel', 'almonds', 'toothpaste', 'megaman zero 3', 'mashed potato', 'energy bar', 'green tea']",2796
4013375,"['cake', 'cream', 'chocolate bread', 'whole wheat rice', 'cottage cheese', 'oatmeal', 'brownies', 'metroid fusion', 'bluetooth headphones', 'mashed potato', 'hand protein bar']",9631
9211942,"['carrots', 'sandwich', 'strawberries', 'soda', 'mint green tea', 'yogurt cake', 'oatmeal', 'salad', 'vegetables mix', 'mushroom cream sauce']",165
71182,"['oil', 'herb & pepper', 'deodorant', 'shampoo', 'hot dogs', 'mayonnaise', 'protein bar', 'toothpaste', 'gums', 'olive oil', 'red wine', 'energy bar', 'ratchet & clank']",7377
7964003,"['mint', 'butter', 'asparagus', 'salad', 'spinach', 'burger sauce', 'salt']",5055
10393185,"['shrimp', 'escalope', 'honey', 'seabass', 'portal 2', 'soup']",5624
4844184,"['beer', 'butter', 'bacon', 'asparagus', 'final fantasy XIX', 'protein bar', 'pickles', 'dessert wine', 'cider', 'tomato juice', 'green grapes', 'bluetooth headphones']",12520
4783879,"['pepper', 'champagne', 'shower gel', 'pokemon scarlet', 'portal 2', 'energy bar', 'hand protein bar']",12201
10176741,"['half-life: alyx', 'beer', 'yogurt cake', 'canned_tuna', 'ground beef', 'eggplant']",32226
2752379,"['carrots', 'deodorant', 'tooth brush', 'asparagus', 'cat food', 'final fantasy XIX', 'protein bar', 'almonds', 'grated cheese', 'eggs', 'toilet paper', 'razor', 'body spray']",21582
1128285,"['nonfat milk', 'sparkling water', 'grated cheese', 'dog food']",36336
6388500,"['white wine', 'muffins', 'milk', 'cat food', 'chili', 'spaghetti', 'eggs', 'water spray', 'babies food']",27291
4483808,"['cream', 'energy drink', 'frozen smoothie', 'cookies', 'iMac', 'toilet paper', 'body spray']",33777
4433781,"['strong cheese', 'cream', 'chutney', 'corn', 'chocolate bread', 'light cream', 'carrots', 'strawberries', 'pasta', 'black tea', 'bacon', 'spaghetti', 'fresh tuna']",13823
5660730,"['energy drink', 'butter', 'bacon', 'metroid prime', 'tea', 'oatmeal', 'candy bars', 'mineral water', 'fresh tuna']",19071
4144177,"['light cream', 'low fat yogurt', 'rice', 'tomatoes', 'samsung galaxy 10', 'pasta', 'napkins', 'dog food', 'spaghetti', 'toilet paper', 'cooking oil']",21198
9770024,"['strong cheese', 'mint', 'shallot', 'cookies', 'cat food', 'dessert wine', 'escalope', 'gums', 'honey', 'razor', 'babies food']",5503
5175144,"['oil', 'strong cheese', 'tooth brush', 'black tea', 'extra dark chocolate', 'tea', 'almonds', 'mineral water', 'eggs', 'catfish', 'cereals']",8069
4553385,"['avocado', 'burgers', 'barbecue sauce', 'pepper', 'soda', 'minecraft', 'bramble', 'ring light', 'sparkling water']",189
2477378,"['oil', 'sandwich', 'low fat yogurt', 'final fantasy XXII', 'napkins', 'canned_tuna', 'meatballs', 'green beans', 'honey', 'spinach', 'hand protein bar']",11874
3779929,"['deodorant', 'white wine', 'candy bars', 'minecraft', 'spinach', 'bluetooth headphones', 'energy bar', 'meatballs', 'body spray']",29984
9347550,"['tooth brush', 'black tea', 'shower gel', 'almonds', 'ground beef', 'gadget for tiktok streaming', 'pokemon violet', 'fresh bread']",8182
8716757,"['tomatoes', 'megaman zero 2', 'butter', 'metroid prime', 'candy bars', 'minecraft']",4735
4689604,"['pepper', 'salmon', 'whole wheat rice', 'cottage cheese', 'butter', 'light mayo', 'mayonnaise', 'extra dark chocolate', 'protein bar', 'honey', 'seabass', 'eggplant', 'ham']",21343
5508655,"['low fat yogurt', 'shrimp', 'black tea', 'melons', 'final fantasy XIX', 'whole weat flour', 'trout', 'eggs', 'honey', 'ratchet & clank', 'babies food']",15798
8232644,"['half-life: alyx', 'chocolate bread', 'airpods', 'champagne', 'shrimp', 'final fantasy XX', 'cookies', 'shower gel', 'protein bar', 'cider', 'spinach', 'water spray']",26640
6241550,"['light cream', 'oil', 'cake', 'ratchet & clank 3', 'pancakes', 'antioxydant juice', 'strawberries', 'zucchini', 'pokemon scarlet', 'escalope', 'gums', 'cereals', 'fresh tuna', 'razor', 'fresh bread', 'ham']",33706
6993824,"['ratchet & clank 3', 'barbecue sauce', 'shrimp', 'shallot', 'chocolate', 'flax seed', 'asparagus', 'mint green tea', 'protein bar', 'whole weat flour', 'catfish', 'vegetables mix', 'black beer', 'ratchet & clank']",28277
175546,"['deodorant', 'cookies', 'tea', 'whole weat flour', 'escalope', 'salt']",34642
46077,"['energy drink', 'portal', 'low fat yogurt', 'airpods', 'cat food', 'candy bars', 'parmesan cheese', 'energy bar', 'meatballs', 'burger sauce']",21646
5625974,"['cream', 'fromage blanc', 'tomatoes', 'asparagus', 'seabass', 'minecraft', 'candy bars', 'bramble', 'tomato juice', 'toilet paper', 'milk']",34891
7618637,"['pepper', 'champagne', 'extra dark chocolate', 'candy bars', 'grated cheese']",28131
11483834,"['cotton buds', 'tooth brush', 'yogurt cake', 'toothpaste', 'gums', 'toilet paper']",18660
1079194,"['energy bar', 'airpods', 'iPad', 'phone car charger', 'protein bar', 'cereals', 'green grapes', 'dog food', 'gadget for tiktok streaming', 'french wine', 'vacuum cleaner']",10277
10988962,"['shampoo', 'cottage cheese', 'napkins', 'black beer', 'tomato sauce', 'portal', 'frozen vegetables']",28069
336517,"['carrots', 'fromage blanc', 'salmon', 'chocolate', 'mineral water', 'whole weat flour', 'chili', 'cereals', 'red wine', 'metroid fusion', 'bluetooth headphones', 'energy bar']",26068
4490313,"['avocado', 'corn', 'hot dogs', 'melons', 'dessert wine', 'whole weat flour', 'catfish', 'portal 2', 'water spray', 'megaman zero 3', 'pokemon violet', 'herb & pepper', 'salt']",5696
7848258,"['oil', 'low fat yogurt', 'pancakes', 'airpods', 'flax seed', 'bramble', 'honey', 'cereals', 'gluten free bar', 'parmesan cheese']",30224
10691680,"['ratchet & clank 3', 'whole wheat rice', 'muffins', 'turkey', 'strawberries', 'asparagus', 'light mayo', 'megaman zero', 'mint green tea', 'eggs', 'sparkling water', 'soup', 'mushroom cream sauce', 'herb & pepper', 'hand protein bar', 'salt']",14406
10991042,"['shampoo', 'cologne', 'tooth brush', 'laptop', 'razor', 'shower gel', 'oatmeal', 'pasta', 'nonfat milk', 'cereals', 'mushroom cream sauce']",5716
7453927,"['oil', 'cake', 'chutney', 'pancakes', 'whole wheat rice', 'megaman zero', 'black tea', 'extra dark chocolate', 'pickles', 'phone charger', 'blueberries', 'cider', 'spaghetti', 'razor', 'pokemon violet', 'ratchet & clank 2']",3865
6421697,"['deodorant', 'asparagus', 'cauliflower', 'escalope']",6862
4352299,"['barbecue sauce', 'pancakes', 'airpods', 'samsung galaxy 10', 'cauliflower', 'strawberries', 'flax seed', 'pasta', 'phone car charger', 'tea', 'salad', 'spinach', 'megaman zero 4']",38540
11045650,"['rice', 'pancakes', 'cottage cheese', 'metroid prime', 'yams', 'ring light', 'trout', 'french wine', 'energy bar', 'black beer']",1949
2758505,"['white wine', 'antioxydant juice', 'samsung galaxy 10', 'milk', 'laptop', 'butter', 'soda', 'napkins', 'catfish', 'cooking oil', 'fresh bread', 'babies food']",17146
4685242,"['pet food', 'napkins', 'beer']",35224
5626861,"['flax seed', 'gadget for tiktok streaming', 'brownies', 'iMac', 'nonfat milk', 'chili', 'phone charger', 'gums', 'ground beef', 'green grapes', 'razor', 'ham']",9371
3217164,"['carrots', 'fromage blanc', 'salmon', 'cottage cheese', 'turkey', 'black tea', 'phone charger', 'honey']",38093
11171694,"['sandwich', 'ratchet & clank 3', 'barbecue sauce', 'airpods', 'cologne', 'chocolate', 'black tea', 'iPad', 'shower gel', 'dessert wine', 'nonfat milk', 'pokemon sword', 'dog food', 'megaman zero 3', 'cooking oil']",16465
4047649,"['chocolate bread', 'butter', 'flax seed', 'tea', 'almonds', 'nonfat milk', 'gums', 'eggplant', 'trout', 'cereals', 'megaman zero 3', 'cooking oil', 'fresh bread']",1153
7486451,"['strong cheese', 'burgers', 'chocolate bread', 'muffins', 'final fantasy XXII', 'antioxydant juice', 'butter', 'asparagus', 'extra dark chocolate', 'green grapes', 'seabass', 'megaman zero 4', 'french fries']",13253
2443811,"['pepper', 'frozen smoothie', 'strawberries', 'pasta', 'napkins', 'dessert wine', 'mushroom cream sauce']",36215
